id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
6316,86.0,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.523070143,0.451546571,37.79905453,6374.4443
6317,487.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.425010896,0.433737787,32.88840203,4952.01304
6318,353.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.489635345,0.445497348,36.98857322,6189.7798
6319,395.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.574989422,0.486003684,39.23966787,7041.38018
6320,678.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.533196209,0.442535249,36.95787336,6315.23321
6321,26.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.33592747,0.379871916,29.28235597,3139.43255
6322,776.0,20.0,0.537,0.117,0.409,0.058,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.423763672,0.406618165,31.70230081,4587.38557
6323,469.0,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.383786508,0.409260571,30.93451187,3837.51296
6324,535.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.407072571,0.401378021,32.31099546,4584.45355
6325,481.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.583478727,0.484791782,40.22738685,7234.25525
6326,756.0,25.0,0.5,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.520587192,0.460796109,37.53578671,6239.53349
6327,475.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.507541905,0.430368732,35.18597077,6320.23893
6328,727.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.53427161,0.468493268,38.70569591,7230.1325
6329,252.0,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.619006054,0.511834352,43.2784975,8357.06722
6330,197.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.610860604,0.502740901,42.23972427,8562.37077
6331,713.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.462996546,0.41951938,34.25153963,5205.3203
6332,342.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.612633396,0.502062222,42.59849195,7675.96352
6333,742.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.560445243,0.432722017,35.50118221,6901.65894
6334,180.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.603544257,0.504056677,42.16770498,7778.34916
6335,571.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.43687052,0.403129918,31.87518207,5033.68556
6336,351.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.58492102,0.488112101,40.0282126,6992.82314
6337,572.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.323727288,0.377596581,28.43820263,3139.43255
6338,526.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.464411249,0.408038131,33.30696962,5934.01088
6339,576.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.559324725,0.455453173,38.57716666,6347.56076
6340,373.0,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.612974151,0.5251356,45.80306982,8413.65966
6341,240.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.454381334,0.401207249,32.79765098,5794.89185
6342,681.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.57467888,0.482859526,39.23966787,6880.7759
6343,376.0,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.584016198,0.482859526,40.03764422,7016.89385
6344,347.0,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.638323095,0.529501569,42.13153821,7907.24067
6345,693.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.509158377,0.450786211,36.04777028,6368.84982
6346,596.0,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.288159094,0.35441498,26.10117938,2688.02883
6347,558.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.384610827,0.400831119,30.54630597,3937.91539
6348,181.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.53990422,0.466492143,37.55556802,6515.26145
6349,617.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.480963646,0.44549439,34.33849206,5005.32997
6350,475.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.582482579,0.481173502,40.41794736,7381.97333
6351,563.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.315500071,0.377566465,27.3454535,3049.26032
6352,581.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.401490054,0.400980125,31.08154655,4203.02762
6353,399.0,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.582482579,0.488568502,39.83192591,7297.7321
6354,716.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.437609121,0.416785571,32.28899894,4768.59437
6355,639.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.398218446,0.406618165,31.77298278,4112.89349
6356,676.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.626397463,0.516063505,43.93700206,8357.06722
6357,187.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.638323095,0.521891546,44.39094402,8357.06722
6358,336.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.466297848,0.431122059,33.60534043,5322.84043
6359,68.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.52380127,0.43226586,35.55511529,6328.89332
6360,514.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.498657334,0.448608762,36.31159312,5932.23909
6361,515.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.494906594,0.446575791,35.41408191,5569.13925
6362,756.0,25.0,0.5,0.38,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.479965751,0.423053154,34.66057255,5916.86224
6363,496.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.518626455,0.463558518,37.03174422,6621.25081
6364,240.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.610329712,0.508336663,42.93997745,7617.39589
6365,735.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.566319234,0.462760521,37.97024343,6594.0446
6366,513.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.492814967,0.446912521,35.18441169,5741.31418
6367,493.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.459087683,0.407940293,31.02327724,5946.05226
6368,595.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.425493214,0.409645194,32.79766623,4575.76991
6369,541.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.502398084,0.457772938,36.66168432,6244.19576
6370,30.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.361519212,0.381851426,29.55021089,3276.36206
6371,68.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.400444088,0.402105764,30.7671091,4125.75712
6372,428.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.607396172,0.502062222,42.93997745,7457.50606
6373,23.0,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.284442614,0.352186419,26.10117938,2688.02883
6374,582.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.52661476,0.460369104,37.78237359,6236.70711
6375,581.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.511413154,0.431201835,37.25124178,7022.18973
6376,157.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.493757519,0.446518367,35.26003436,5739.68029
6377,553.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.569329938,0.460369104,37.75813832,6467.65476
6378,625.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.520587192,0.460795368,37.67361372,6239.53349
6379,322.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.622622866,0.404796043,42.2784975,8254.05731
6380,471.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.36099568,0.388860282,29.54872427,3822.98167
6381,707.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.505619046,0.415971082,33.3532206,7085.06308
6382,484.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.450832025,0.41553133,32.31099546,5393.56434
6383,262.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.533820778,0.460305334,37.32322478,6135.69998
6384,645.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.526501878,0.468039601,37.60167915,6575.59267
6385,273.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.508296527,0.452027468,36.35683231,6608.90751
6386,22.0,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.337022711,0.379871916,28.28409524,2825.00374
6387,434.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.488485703,0.437922725,34.18362679,5916.86224
6388,582.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.509782413,0.455179564,36.81673726,6098.11317
6389,13.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.506742719,0.454917386,36.6742427,6037.68613
6390,627.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.514537018,0.434863988,36.09379556,6735.24371
6391,390.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.598281018,0.492693356,41.19101338,7935.09476
6392,729.0,25.0,0.5,0.38,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.539255853,0.482118713,40.39944387,7406.90248
6393,603.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.446141264,0.426679269,33.60574758,5329.2632
6394,17.0,25.0,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.258856187,0.311920972,25.43353016,2625.26916
6395,166.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.517721232,0.46326367,37.74750888,6276.41054
6396,738.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.494199141,0.448972519,35.92331365,7440.71201
6397,294.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.605130356,0.498475898,41.36318078,7639.54789
6398,421.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.645640994,0.503991707,42.59849195,8211.0795
6399,461.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.429580755,0.438514042,33.29902167,4936.01177
6400,588.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.46082121,0.431122059,33.31223192,5454.63385
6401,591.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.467905283,0.407126353,33.97729329,5498.43844
6402,358.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.578114733,0.485912698,40.18721608,7888.41493
6403,459.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.550116044,0.471592749,38.34178123,6922.84679
6404,199.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.619887727,0.528322189,43.13153821,8013.62631
6405,493.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.509989204,0.450498441,36.69768447,6887.46649
6406,390.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.583697575,0.496548991,41.35738644,7181.42522
6407,567.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.467569149,0.401236607,32.74377319,5199.53404
6408,772.0,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.502398084,0.430368732,35.11807556,6019.26248
6409,671.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.350946044,0.388819023,28.49966552,3502.08292
6410,622.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.465538066,0.400980125,31.06245643,6020.87569
6411,279.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.525063322,0.445497348,36.04067528,6677.62443
6412,122.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.492814967,0.446912521,35.89837298,5852.8742
6413,443.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.621749749,0.513171554,43.93700206,8173.5891
6414,50.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.403217329,0.401091418,32.02764698,4232.76231
6415,583.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.442693354,0.424803532,33.49849454,5061.72061
6416,277.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.49368953,0.44252903,35.51753863,5718.40817
6417,187.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.593029845,0.494864674,41.92156882,7425.75194
6418,50.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.233554492,0.311920972,27.3454535,3385.36422
6419,696.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.494906594,0.442193092,35.71826335,5932.23909
6420,621.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.421448998,0.428903862,33.74349354,4920.13663
6421,534.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.392583006,0.409987805,31.78225878,4100.75917
6422,694.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.376670148,0.399556226,29.73999168,3784.11935
6423,571.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.323727288,0.370480992,27.3454535,3387.78516
6424,722.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.543722877,0.464066853,36.54941505,6942.3963
6425,627.0,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.502842336,0.460796109,37.69400303,6263.80788
6426,634.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.458246439,0.403204844,31.10924166,5192.88315
6427,401.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.576561833,0.471650366,39.44864975,7215.40971
6428,573.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.464368945,0.436996925,36.01862394,6306.55062
6429,547.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.50706065,0.444658692,35.80706195,6493.25828
6430,463.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.386657299,0.400102144,30.5255093,4334.84122
6431,591.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.521523421,0.456826317,36.97636061,6595.90158
6432,531.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.495987728,0.442111609,35.88401108,5399.86113
6433,189.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.542831206,0.461801728,37.77937909,6554.97686
6434,749.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.552926828,0.476149113,39.09688443,6979.32479
6435,669.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.529163709,0.438095887,36.24969463,6574.18247
6436,613.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.566645314,0.468896154,38.86811018,6846.00686
6437,733.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.563746659,0.45826996,42.53222072,7895.0208
6438,214.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.596910804,0.493533938,41.52614508,7637.63338
6439,323.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.384646205,0.395435754,30.12737627,3948.98691
6440,186.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.487117428,0.417947008,34.87061011,5236.03334
6441,197.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.595948108,0.491617371,40.86547798,7019.69438
6442,629.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.469925759,0.435620773,32.84923819,5323.30034
6443,177.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.54259037,0.445484498,38.38301202,7241.37053
6444,494.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.489326401,0.442789316,34.02922281,5645.14663
6445,359.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.548367299,0.471828735,39.47518677,7004.01554
6446,473.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.335529768,0.373012567,28.46200492,3471.19214
6447,679.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.588987285,0.495799217,41.13589278,7667.83619
6448,240.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.456503309,0.426746554,33.49849454,5063.85109
6449,638.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.437424398,0.409987805,31.86773783,4644.60117
6450,274.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.39936701,0.394915268,31.08154655,4320.87416
6451,176.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603524723,0.504716807,42.33632715,7555.17159
6452,440.0,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.567975637,0.436777234,45.47838117,8166.59786
6453,370.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.459087683,0.418732102,35.92331365,5004.15434
6454,539.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.46082121,0.430077888,35.52053432,5455.11891
6455,161.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.541564813,0.448597173,38.84880688,7150.9817
6456,279.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.557250655,0.477778535,38.3177098,6569.24967
6457,628.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.40294843,0.405898222,31.1279858,4201.43596
6458,441.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.37680364,0.396602047,30.7671091,3748.46547
6459,456.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.390063566,0.404796043,31.10924166,4068.35066
6460,245.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.595065655,0.493257523,41.25028935,7564.77493
6461,523.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.401537849,0.403204844,31.10161493,4200.97375
6462,385.0,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.511522719,0.460322355,37.44044874,6543.97182
6463,545.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.581744319,0.48648622,40.0282126,7667.83619
6464,548.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.5143032,0.450021969,36.62496616,6276.41054
6465,672.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.467569149,0.404358198,31.79835142,5126.99318
6466,590.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.467156853,0.435203234,34.87598919,5205.3203
6467,462.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.430443779,0.408088064,33.99420814,5004.15434
6468,232.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.611462998,0.510402544,42.1419027,8173.5891
6469,496.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.559094277,0.448597173,36.87016972,7455.41638
6470,584.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.509782413,0.448946243,35.92331365,6598.85404
6471,591.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.502842336,0.45370258,36.43078186,6189.7798
6472,585.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.424778393,0.409987805,31.44841986,4870.62537
6473,161.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.480072982,0.445308404,34.83881461,5931.7528
6474,553.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.564794821,0.48363057,40.54647951,7219.76039
6475,545.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.488308859,0.417947008,34.8499528,5791.45673
6476,599.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.506793789,0.454522205,36.84586824,6254.65511
6477,534.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.488876344,0.445134287,35.56261102,5628.8828
6478,599.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.509158377,0.453994528,36.68258785,6235.45278
6479,671.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.47960301,0.417365455,33.97877886,6626.50685
6480,752.0,25.0,0.5,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.564794821,0.48881217,39.09961353,6795.88187
6481,663.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.509933842,0.450498441,36.43078186,6335.29639
6482,204.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.480072982,0.446518367,34.72483444,5807.00693
